"state","t","begin","end","pollster","polltype","method","n_respondents","pct_clinton","n_clinton","pct_trump","n_trump","poll_day","index_s","index_p","index_m","index_pop","index_t"
"--",2016-05-17,2016-05-16,2016-05-19,"ABC","Registered Voters","Live phone component",829,0.488888888888889,365,0.511111111111111,381,78,52,1,1,3,78
"--",2016-05-18,2016-05-17,2016-05-20,"ARG","Registered Voters","Live phone component",980,0.5,451,0.5,451,79,52,4,1,3,79
"--",2016-05-19,2016-05-16,2016-05-22,"NBC","Registered Voters","Online poll",14513,0.522222222222222,6821,0.477777777777778,6241,80,52,56,2,3,80
"--",2016-05-21,2016-05-19,2016-05-23,"Morning Consult","Registered Voters","Online poll",2001,0.51219512195122,840,0.48780487804878,800,82,52,55,2,3,82
"--",2016-05-21,2016-05-20,2016-05-23,"YouGov","Registered Voters","Online poll",1622,0.506024096385542,681,0.493975903614458,665,82,52,90,2,3,82
"--",2016-05-23,2016-05-23,2016-05-24,"Rasmussen","Likely Voters","Other",1000,0.506329113924051,400,0.493670886075949,390,84,52,71,3,2,84
"--",2016-05-23,2016-05-21,2016-05-25,"Ipsos","Registered Voters","Online poll",1271,0.532467532467532,521,0.467532467532468,458,84,52,40,2,3,84
"--",2016-05-26,2016-05-23,2016-05-29,"NBC","Registered Voters","Online poll",12969,0.510869565217391,6095,0.489130434782609,5836,87,52,56,2,3,87
"--",2016-05-27,2016-05-24,2016-05-30,"Quinnipiac","Registered Voters","Live phone component",1561,0.512820512820513,624,0.487179487179487,593,88,52,69,1,3,88
"--",2016-05-27,2016-05-24,2016-05-30,"Morning Consult","Registered Voters","Online poll",4002,0.518518518518518,1681,0.481481481481481,1561,88,52,55,2,3,88
"--",2016-05-30,2016-05-28,2016-06-01,"Ipsos","Registered Voters","Online poll",1332,0.558441558441558,573,0.441558441558442,453,91,52,40,2,3,91
"--",2016-05-31,2016-05-31,2016-06-01,"Rasmussen","Likely Voters","Other",1000,0.506493506493506,390,0.493506493506494,380,92,52,71,3,2,92
"--",2016-06-02,2016-05-31,2016-06-05,"IBD","Registered Voters","Live phone component",828,0.506849315068493,306,0.493150684931507,298,94,52,37,1,3,94
"--",2016-06-02,2016-05-30,2016-06-05,"NBC","Registered Voters","Online poll",9240,0.521739130434783,4435,0.478260869565217,4066,94,52,56,2,3,94
"--",2016-06-03,2016-06-01,2016-06-05,"Morning Consult","Registered Voters","Online poll",4002,0.523809523809524,1761,0.476190476190476,1601,95,52,55,2,3,95
"--",2016-06-03,2016-06-02,2016-06-05,"YouGov","Registered Voters","Online poll",1636,0.517647058823529,720,0.482352941176471,671,95,52,90,2,3,95
"--",2016-06-06,2016-06-06,2016-06-07,"Rasmussen","Likely Voters","Other",1000,0.525,420,0.475,380,98,52,71,3,2,98
"--",2016-06-06,2016-06-05,2016-06-08,"FOX","Registered Voters","Live phone component",1004,0.52,392,0.48,361,98,52,27,1,3,98
"--",2016-06-06,2016-06-04,2016-06-08,"Ipsos","Registered Voters","Online poll",1440,0.552631578947368,605,0.447368421052632,490,98,52,40,2,3,98
"--",2016-06-08,2016-06-08,2016-06-09,"Morning Consult","Registered Voters","Online poll",1362,0.541666666666667,531,0.458333333333333,449,100,52,55,2,3,100
"--",2016-06-09,2016-06-06,2016-06-12,"NBC","Registered Voters","Online poll",9355,0.525,3929,0.475,3555,101,52,56,2,3,101
"--",2016-06-11,2016-06-10,2016-06-13,"Bloomberg","Likely Voters","Live phone component",750,0.569767441860465,368,0.430232558139535,278,103,52,8,1,2,103
"--",2016-06-11,2016-06-09,2016-06-13,"CBS","Registered Voters","Live phone component",1048,0.549295774647887,409,0.450704225352113,335,103,52,10,1,3,103
"--",2016-06-12,2016-06-11,2016-06-13,"CNBC","Registered Voters","Live phone component",801,0.533333333333333,320,0.466666666666667,280,104,52,14,1,3,104
"--",2016-06-13,2016-06-11,2016-06-15,"Ipsos","Registered Voters","Online poll",1323,0.573529411764706,516,0.426470588235294,384,105,52,40,2,3,105
"--",2016-06-14,2016-06-14,2016-06-15,"Rasmussen","Likely Voters","Other",1000,0.530120481927711,440,0.469879518072289,390,106,52,71,3,2,106
"--",2016-06-16,2016-06-13,2016-06-19,"NBC","Registered Voters","Online poll",16135,0.525,6777,0.475,6131,108,52,56,2,3,108
"--",2016-06-16,2016-06-16,2016-06-16,"Gravis Marketing","Registered Voters","Other",2197,0.526315789473684,1098,0.473684210526316,989,108,52,32,3,3,108
"--",2016-06-17,2016-06-15,2016-06-20,"Morning Consult","Registered Voters","Online poll",3891,0.5,1479,0.5,1479,109,52,55,2,3,109
"--",2016-06-17,2016-06-15,2016-06-19,"Monmouth University","Registered Voters","Live phone component",803,0.538461538461538,337,0.461538461538462,289,109,52,54,1,3,109
"--",2016-06-17,2016-06-16,2016-06-19,"CNN","Registered Voters","Live phone component",891,0.525,374,0.475,339,109,52,15,1,3,109
"--",2016-06-18,2016-06-17,2016-06-20,"ARG","Registered Voters","Live phone component",987,0.549450549450549,494,0.450549450549451,405,110,52,4,1,3,110
"--",2016-06-19,2016-06-18,2016-06-20,"YouGov","Registered Voters","Online poll",1011,0.524390243902439,435,0.475609756097561,394,111,52,90,2,3,111
"--",2016-06-20,2016-06-20,2016-06-21,"Rasmussen","Likely Voters","Other",1000,0.530120481927711,440,0.469879518072289,390,112,52,71,3,2,112
"--",2016-06-20,2016-06-18,2016-06-22,"Ipsos","Registered Voters","Online poll",1339,0.564102564102564,589,0.435897435897436,455,112,52,40,2,3,112
"--",2016-06-20,2016-06-15,2016-06-26,"Pew","Registered Voters","Live phone component",1655,0.555555555555556,745,0.444444444444444,596,112,52,63,1,3,112
"--",2016-06-21,2016-06-19,2016-06-23,"NBC","Registered Voters","Live phone component",1000,0.506493506493506,390,0.493506493506494,380,113,52,56,1,3,113
"--",2016-06-21,2016-06-20,2016-06-23,"ABC","Registered Voters","Live phone component",836,0.580246913580247,393,0.419753086419753,284,113,52,1,1,3,113
"--",2016-06-23,2016-06-20,2016-06-26,"NBC","Registered Voters","Online poll",5818,0.538461538461538,2444,0.461538461538462,2094,115,52,56,2,3,115
"--",2016-06-24,2016-06-21,2016-06-27,"Quinnipiac","Registered Voters","Live phone component",1610,0.513157894736842,628,0.486842105263158,596,116,52,69,1,3,116
"--",2016-06-25,2016-06-23,2016-06-28,"GQR","Likely Voters","Live phone component",900,0.564705882352941,432,0.435294117647059,333,117,52,31,1,2,117
"--",2016-06-25,2016-06-24,2016-06-27,"YouGov","Registered Voters","Online poll",1069,0.533333333333333,428,0.466666666666667,374,117,52,90,2,3,117
"--",2016-06-25,2016-06-24,2016-06-27,"Morning Consult","Registered Voters","Online poll",4001,0.52,1560,0.48,1440,117,52,55,2,3,117
"--",2016-06-26,2016-06-24,2016-06-29,"IBD","Registered Voters","Live phone component",837,0.506849315068493,310,0.493150684931507,301,118,52,37,1,3,118
"--",2016-06-27,2016-06-26,2016-06-29,"Suffolk","Likely Voters","Live phone component",1000,0.527027027027027,390,0.472972972972973,350,119,52,78,1,2,119
"--",2016-06-27,2016-06-27,2016-06-28,"PPP","Likely Voters","Other",853,0.523255813953488,384,0.476744186046512,350,119,52,66,3,2,119
"--",2016-06-27,2016-06-25,2016-06-29,"Ipsos","Registered Voters","Online poll",1247,0.575342465753425,524,0.424657534246575,387,119,52,40,2,3,119
"--",2016-06-27,2016-06-26,2016-06-28,"FOX","Registered Voters","Live phone component",1017,0.532467532467532,417,0.467532467532468,366,119,52,27,1,3,119
"--",2016-06-27,2016-06-27,2016-06-28,"Gravis Marketing","Registered Voters","Other",2162,0.520833333333333,1081,0.479166666666667,995,119,52,32,3,3,119
"--",2016-06-28,2016-06-28,2016-06-29,"Rasmussen","Likely Voters","Other",1000,0.475609756097561,390,0.524390243902439,430,120,52,71,3,2,120
"--",2016-06-30,2016-06-27,2016-07-03,"NBC","Registered Voters","Online poll",10072,0.518987341772152,4130,0.481012658227848,3827,122,52,56,2,3,122
"--",2016-07-02,2016-06-30,2016-07-04,"Morning Consult","Registered Voters","Online poll",2001,0.506666666666667,760,0.493333333333333,740,124,52,55,2,3,124
"--",2016-07-03,2016-07-01,2016-07-05,"Penn Schoen Berland","Likely Voters","Online poll",1000,0.526315789473684,400,0.473684210526316,360,125,52,62,2,2,125
"--",2016-07-03,2016-07-02,2016-07-04,"YouGov","Registered Voters","Online poll",1004,0.531645569620253,422,0.468354430379747,371,125,52,90,2,3,125
"--",2016-07-04,2016-07-02,2016-07-06,"Ipsos","Registered Voters","Online poll",1345,0.56,565,0.44,444,126,52,40,2,3,126
"--",2016-07-05,2016-07-05,2016-07-05,"Rasmussen","Likely Voters","Other",1000,0.487179487179487,380,0.512820512820513,400,127,52,71,3,2,127
"--",2016-07-07,2016-07-05,2016-07-09,"McClatchy","Registered Voters","Live phone component",1053,0.533333333333333,421,0.466666666666667,369,129,52,49,1,3,129
"--",2016-07-07,2016-07-04,2016-07-10,"NBC","Registered Voters","Online poll",7869,0.512820512820513,3148,0.487179487179487,2990,129,52,56,2,3,129
"--",2016-07-08,2016-07-07,2016-07-09,"RABA Research","Likely Voters","Online poll",781,0.585714285714286,320,0.414285714285714,226,130,52,70,2,2,130
"--",2016-07-09,2016-07-07,2016-07-11,"AP","Registered Voters","Online poll",837,0.526315789473684,335,0.473684210526316,301,131,52,3,2,3,131
"--",2016-07-09,2016-07-08,2016-07-10,"Morning Consult","Registered Voters","Online poll",2001,0.513157894736842,780,0.486842105263158,740,131,52,55,2,3,131
"--",2016-07-10,2016-07-08,2016-07-12,"CBS","Registered Voters","Live phone component",1358,0.5,489,0.5,489,132,52,10,1,3,132
"--",2016-07-10,2016-07-09,2016-07-11,"YouGov","Registered Voters","Online poll",1049,0.519480519480519,420,0.480519480519481,388,132,52,90,2,3,132
"--",2016-07-11,2016-07-09,2016-07-13,"NBC","Registered Voters","Live phone component",1000,0.539473684210526,410,0.460526315789474,350,133,52,56,1,3,133
"--",2016-07-12,2016-07-12,2016-07-13,"Rasmussen","Likely Voters","Other",1000,0.45679012345679,370,0.54320987654321,440,134,52,71,3,2,134
"--",2016-07-12,2016-07-11,2016-07-14,"ABC","Registered Voters","Live phone component",816,0.525,343,0.475,310,134,52,1,1,3,134
"--",2016-07-13,2016-07-12,2016-07-15,"ICITIZEN","Registered Voters","Online poll",1000,0.549295774647887,390,0.450704225352113,320,135,52,38,2,3,135
"--",2016-07-14,2016-07-12,2016-07-16,"Franklin Pierce","Likely Voters","Live phone component",1007,0.517647058823529,443,0.482352941176471,413,136,52,29,1,2,136
"--",2016-07-14,2016-07-11,2016-07-17,"NBC","Registered Voters","Online poll",9436,0.493670886075949,3680,0.506329113924051,3774,136,52,56,2,3,136
"--",2016-07-14,2016-07-13,2016-07-16,"CNN","Registered Voters","Live phone component",872,0.531645569620253,366,0.468354430379747,323,136,52,15,1,3,136
"--",2016-07-15,2016-07-13,2016-07-18,"GQR","Likely Voters","Live phone component",900,0.518072289156627,387,0.481927710843373,360,137,52,31,1,2,137
"--",2016-07-15,2016-07-14,2016-07-16,"Morning Consult","Registered Voters","Online poll",2002,0.520547945205479,761,0.479452054794521,701,137,52,55,2,3,137
"--",2016-07-15,2016-07-14,2016-07-16,"Monmouth University","Registered Voters","Live phone component",805,0.518072289156627,346,0.481927710843373,322,137,52,54,1,3,137
"--",2016-07-16,2016-07-15,2016-07-17,"YouGov","Registered Voters","Online poll",1056,0.519480519480519,422,0.480519480519481,391,138,52,90,2,3,138
"--",2016-07-18,2016-07-18,2016-07-19,"Rasmussen","Likely Voters","Other",1000,0.494117647058824,420,0.505882352941176,430,140,52,71,3,2,140
"--",2016-07-18,2016-07-16,2016-07-20,"Ipsos","Registered Voters","Online poll",1232,0.527027027027027,480,0.472972972972973,431,140,52,40,2,3,140
"--",2016-07-18,2016-07-17,2016-07-20,"ARG","Registered Voters","Live phone component",990,0.505882352941176,426,0.494117647058824,416,140,52,4,1,3,140
"--",2016-07-21,2016-07-18,2016-07-24,"NBC","Registered Voters","Online poll",12931,0.4875,5043,0.5125,5302,143,52,56,2,3,143
"--",2016-07-21,2016-07-21,2016-07-22,"Gravis Marketing","Registered Voters","Other",3462,0.49,1696,0.51,1766,143,52,32,3,3,143
"--",2016-07-22,2016-07-22,2016-07-22,"RABA Research","Likely Voters","Online poll",909,0.534246575342466,355,0.465753424657534,309,144,52,70,2,2,144
"--",2016-07-22,2016-07-21,2016-07-24,"University of Delaware","Registered Voters","Live phone component",818,0.522727272727273,376,0.477272727272727,344,144,52,83,1,3,144
"--",2016-07-23,2016-07-22,2016-07-24,"Penn Schoen Berland","Likely Voters","Online poll",1000,0.482352941176471,410,0.517647058823529,440,145,52,62,2,2,145
"--",2016-07-23,2016-07-22,2016-07-24,"Morning Consult","Registered Voters","Online poll",2502,0.473684210526316,901,0.526315789473684,1001,145,52,55,2,3,145
"--",2016-07-23,2016-07-23,2016-07-24,"YouGov","Registered Voters","Online poll",1057,0.512820512820513,423,0.487179487179487,402,145,52,90,2,3,145
"--",2016-07-23,2016-07-22,2016-07-24,"CBS","Registered Voters","Live phone component",1118,0.493670886075949,436,0.506329113924051,447,145,52,10,1,3,145
"--",2016-07-23,2016-07-22,2016-07-24,"CNN","Registered Voters","Live phone component",882,0.469879518072289,344,0.530120481927711,388,145,52,15,1,3,145
"--",2016-07-26,2016-07-26,2016-07-27,"Rasmussen","Likely Voters","Other",1000,0.505882352941176,430,0.494117647058824,420,148,52,71,3,2,148
"--",2016-07-27,2016-07-25,2016-07-29,"Ipsos","Likely Voters","Online poll",1433,0.5,530,0.5,530,149,52,40,2,2,149
"--",2016-07-28,2016-07-25,2016-07-31,"UPI","Likely Voters","Online poll",989,0.515789473684211,485,0.484210526315789,455,150,52,84,2,2,150
"--",2016-07-28,2016-07-25,2016-07-31,"NBC","Registered Voters","Online poll",12742,0.530864197530864,5479,0.469135802469136,4842,150,52,56,2,3,150
"--",2016-07-29,2016-07-29,2016-07-29,"RABA Research","Likely Voters","Online poll",956,0.597402597402597,440,0.402597402597403,296,151,52,70,2,2,151
"--",2016-07-29,2016-07-29,2016-07-30,"PPP","Likely Voters","Other",1276,0.528735632183908,587,0.471264367816092,523,151,52,66,3,2,151
"--",2016-07-29,2016-07-29,2016-07-30,"Morning Consult","Registered Voters","Online poll",1931,0.532467532467532,792,0.467532467532468,695,151,52,55,2,3,151
"--",2016-07-30,2016-07-29,2016-08-01,"Penn Schoen Berland","Likely Voters","Online poll",1000,0.529411764705882,450,0.470588235294118,400,152,52,62,2,2,152
"--",2016-07-30,2016-07-29,2016-07-31,"CBS","Registered Voters","Live phone component",1131,0.530864197530864,486,0.469135802469136,430,152,52,10,1,3,152
"--",2016-07-30,2016-07-29,2016-07-31,"CNN","Registered Voters","Live phone component",894,0.548780487804878,402,0.451219512195122,331,152,52,15,1,3,152
"--",2016-07-31,2016-07-30,2016-08-01,"YouGov","Registered Voters","Online poll",1069,0.532467532467532,438,0.467532467532468,385,153,52,90,2,3,153
"--",2016-08-01,2016-07-30,2016-08-03,"Ipsos","Likely Voters","Online poll",1072,0.525,450,0.475,407,154,52,40,2,2,154
"--",2016-08-01,2016-08-01,2016-08-02,"Rasmussen","Likely Voters","Other",1000,0.523809523809524,440,0.476190476190476,400,154,52,71,3,2,154
"--",2016-08-01,2016-07-29,2016-08-04,"IBD","Registered Voters","Live phone component",851,0.527027027027027,332,0.472972972972973,298,154,52,37,1,3,154
"--",2016-08-01,2016-07-31,2016-08-03,"NBC","Registered Voters","Live phone component",800,0.558441558441558,344,0.441558441558442,272,154,52,56,1,3,154
"--",2016-08-01,2016-07-31,2016-08-02,"FOX","Registered Voters","Live phone component",1022,0.556962025316456,450,0.443037974683544,358,154,52,27,1,3,154
"--",2016-08-02,2016-08-01,2016-08-04,"ABC","Likely Voters","Live phone component",682,0.546511627906977,321,0.453488372093023,266,155,52,1,1,2,155
"--",2016-08-02,2016-08-01,2016-08-03,"McClatchy","Registered Voters","Live phone component",983,0.592105263157895,442,0.407894736842105,305,155,52,49,1,3,155
"--",2016-08-02,2016-07-27,2016-08-09,"Public Religion Research Institute","Registered Voters","Live phone component",1803,0.571428571428571,865,0.428571428571429,649,155,52,68,1,3,155
"--",2016-08-04,2016-08-01,2016-08-07,"UPI","Likely Voters","Online poll",960,0.526881720430108,470,0.473118279569892,422,157,52,84,2,2,157
"--",2016-08-04,2016-08-04,2016-08-05,"Morning Consult","Registered Voters","Online poll",2001,0.554054054054054,820,0.445945945945946,660,157,52,55,2,3,157
"--",2016-08-04,2016-08-01,2016-08-07,"NBC","Registered Voters","Online poll",11480,0.536585365853659,5051,0.463414634146341,4362,157,52,56,2,3,157
"--",2016-08-05,2016-08-04,2016-08-07,"Monmouth University","Likely Voters","Live phone component",683,0.574712643678161,342,0.425287356321839,253,158,52,54,1,2,158
"--",2016-08-05,2016-08-04,2016-08-07,"PSRAI","Registered Voters","Live phone component",798,0.535714285714286,359,0.464285714285714,311,158,52,67,1,3,158
"--",2016-08-06,2016-08-05,2016-08-08,"Bloomberg","Likely Voters","Live phone component",749,0.523809523809524,330,0.476190476190476,300,159,52,8,1,2,159
"--",2016-08-07,2016-08-06,2016-08-09,"YouGov","Registered Voters","Online poll",1026,0.538461538461538,431,0.461538461538462,369,160,52,90,2,3,160
"--",2016-08-08,2016-08-06,2016-08-10,"Ipsos","Likely Voters","Online poll",974,0.533333333333333,390,0.466666666666667,341,161,52,40,2,2,161
"--",2016-08-09,2016-08-09,2016-08-10,"Rasmussen","Likely Voters","Other",1000,0.518072289156627,430,0.481927710843373,400,162,52,71,3,2,162
"AR",2016-06-21,2016-06-21,2016-06-21,"Hendrix College","Registered Voters","Other",751,0.433734939759036,270,0.566265060240964,353,113,3,36,3,3,113
"AZ",2016-03-09,2016-03-07,2016-03-11,"Merrill","Likely Voters","Live phone component",701,0.5,266,0.5,266,9,4,52,1,2,9
